,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
74,0.616,0.935,4,-9.106,0,0.0738,0.00245,0.83,0.238,0.588,140.012,audio_features,7K3sdpoop0sdAOpa7BPMKw,spotify:track:7K3sdpoop0sdAOpa7BPMKw,https://api.spotify.com/v1/tracks/7K3sdpoop0sdAOpa7BPMKw,https://api.spotify.com/v1/audio-analysis/7K3sdpoop0sdAOpa7BPMKw,267429,4
75,0.681,0.67,0,-7.542,0,0.0308,0.027,0.63,0.128,0.653,124.007,audio_features,2DSQvvaojC1yu5phfWDKuB,spotify:track:2DSQvvaojC1yu5phfWDKuB,https://api.spotify.com/v1/tracks/2DSQvvaojC1yu5phfWDKuB,https://api.spotify.com/v1/audio-analysis/2DSQvvaojC1yu5phfWDKuB,138951,4
76,0.532,0.987,8,-6.157,0,0.0658,0.00252,0.204,0.329,0.534,141.993,audio_features,5G4sUncALYICBJzxsRBrhn,spotify:track:5G4sUncALYICBJzxsRBrhn,https://api.spotify.com/v1/tracks/5G4sUncALYICBJzxsRBrhn,https://api.spotify.com/v1/audio-analysis/5G4sUncALYICBJzxsRBrhn,277201,4
77,0.641,0.983,0,-7.79,0,0.0428,0.00163,0.726,0.319,0.826,139.997,audio_features,0y3fEWwlbGn3WDgUMj0Ckt,spotify:track:0y3fEWwlbGn3WDgUMj0Ckt,https://api.spotify.com/v1/tracks/0y3fEWwlbGn3WDgUMj0Ckt,https://api.spotify.com/v1/audio-analysis/0y3fEWwlbGn3WDgUMj0Ckt,329143,4
78,0.577,0.896,2,-10.708,1,0.0405,0.000869,0.806,0.0966,0.363,139.993,audio_features,06AbpLxu17SbYQ6R3ZFAoL,spotify:track:06AbpLxu17SbYQ6R3ZFAoL,https://api.spotify.com/v1/tracks/06AbpLxu17SbYQ6R3ZFAoL,https://api.spotify.com/v1/audio-analysis/06AbpLxu17SbYQ6R3ZFAoL,332571,4
79,0.652,0.839,9,-6.172,0,0.0362,0.15,0.653,0.0961,0.212,122.016,audio_features,6pjI3CKUkIGbvSgo7TuRuu,spotify:track:6pjI3CKUkIGbvSgo7TuRuu,https://api.spotify.com/v1/tracks/6pjI3CKUkIGbvSgo7TuRuu,https://api.spotify.com/v1/audio-analysis/6pjI3CKUkIGbvSgo7TuRuu,242545,4
80,0.724,0.965,0,-6.195,1,0.0497,5.75E-05,0.859,0.705,0.753,147.023,audio_features,5fF9T9SMqBKUvT06cn7kBR,spotify:track:5fF9T9SMqBKUvT06cn7kBR,https://api.spotify.com/v1/tracks/5fF9T9SMqBKUvT06cn7kBR,https://api.spotify.com/v1/audio-analysis/5fF9T9SMqBKUvT06cn7kBR,240250,4
81,0.747,0.867,0,-7.311,1,0.088,0.582,0.00413,0.114,0.684,124.015,audio_features,3YgtkOxZsTuaZdL8McA1FQ,spotify:track:3YgtkOxZsTuaZdL8McA1FQ,https://api.spotify.com/v1/tracks/3YgtkOxZsTuaZdL8McA1FQ,https://api.spotify.com/v1/audio-analysis/3YgtkOxZsTuaZdL8McA1FQ,220653,4
82,0.605,0.789,1,-6.623,1,0.0427,0.0158,0.934,0.0772,0.846,135.02,audio_features,0dUgfAnjJIyUUHbvAkezdQ,spotify:track:0dUgfAnjJIyUUHbvAkezdQ,https://api.spotify.com/v1/tracks/0dUgfAnjJIyUUHbvAkezdQ,https://api.spotify.com/v1/audio-analysis/0dUgfAnjJIyUUHbvAkezdQ,157415,4
83,0.659,0.802,6,-7.632,1,0.0873,0.00012,0.645,0.354,0.243,137.992,audio_features,02IwpmWcx201kEvq51NA8s,spotify:track:02IwpmWcx201kEvq51NA8s,https://api.spotify.com/v1/tracks/02IwpmWcx201kEvq51NA8s,https://api.spotify.com/v1/audio-analysis/02IwpmWcx201kEvq51NA8s,293774,4
84,0.565,0.927,0,-5.476,1,0.0524,0.00649,0.789,0.164,0.865,139.954,audio_features,6xIavZrzwKrMN8glvjCj1O,spotify:track:6xIavZrzwKrMN8glvjCj1O,https://api.spotify.com/v1/tracks/6xIavZrzwKrMN8glvjCj1O,https://api.spotify.com/v1/audio-analysis/6xIavZrzwKrMN8glvjCj1O,194722,4
85,0.705,0.885,10,-4.345,0,0.0418,0.0554,0.697,0.0718,0.199,130.001,audio_features,4Hh9kiICuBPGpdV1GPvqG6,spotify:track:4Hh9kiICuBPGpdV1GPvqG6,https://api.spotify.com/v1/tracks/4Hh9kiICuBPGpdV1GPvqG6,https://api.spotify.com/v1/audio-analysis/4Hh9kiICuBPGpdV1GPvqG6,223414,4
86,0.531,0.898,6,-6.007,0,0.0299,0.0272,0.896,0.0854,0.431,144.991,audio_features,0xAln60qqgaVWoQMUIxpLP,spotify:track:0xAln60qqgaVWoQMUIxpLP,https://api.spotify.com/v1/tracks/0xAln60qqgaVWoQMUIxpLP,https://api.spotify.com/v1/audio-analysis/0xAln60qqgaVWoQMUIxpLP,255750,4
87,0.834,0.7,6,-5.994,0,0.117,0.0027,0.773,0.159,0.7,134.976,audio_features,4Sy2gpNfLf7xbmhbTubbRl,spotify:track:4Sy2gpNfLf7xbmhbTubbRl,https://api.spotify.com/v1/tracks/4Sy2gpNfLf7xbmhbTubbRl,https://api.spotify.com/v1/audio-analysis/4Sy2gpNfLf7xbmhbTubbRl,262427,4
88,0.727,0.974,10,-6.254,0,0.0428,4.12E-05,0.911,0.0722,0.819,137.006,audio_features,7difS2OxPpNXWUdQ2aN6JG,spotify:track:7difS2OxPpNXWUdQ2aN6JG,https://api.spotify.com/v1/tracks/7difS2OxPpNXWUdQ2aN6JG,https://api.spotify.com/v1/audio-analysis/7difS2OxPpNXWUdQ2aN6JG,308321,4
89,0.572,0.834,2,-9.962,1,0.0368,0.449,0.784,0.0976,0.139,124.997,audio_features,0r3onjwvc8HUFHguF7ohBc,spotify:track:0r3onjwvc8HUFHguF7ohBc,https://api.spotify.com/v1/tracks/0r3onjwvc8HUFHguF7ohBc,https://api.spotify.com/v1/audio-analysis/0r3onjwvc8HUFHguF7ohBc,322560,4
90,0.673,0.908,6,-6.36,0,0.0387,0.000485,0.781,0.113,0.045,126.013,audio_features,4b2rlKIqyLxpxoIaG7sZ5K,spotify:track:4b2rlKIqyLxpxoIaG7sZ5K,https://api.spotify.com/v1/tracks/4b2rlKIqyLxpxoIaG7sZ5K,https://api.spotify.com/v1/audio-analysis/4b2rlKIqyLxpxoIaG7sZ5K,189784,4
91,0.547,0.758,0,-12.882,1,0.036,0.00344,0.862,0.171,0.334,141.989,audio_features,1rUMuzoqS6XoLcWANHWaru,spotify:track:1rUMuzoqS6XoLcWANHWaru,https://api.spotify.com/v1/tracks/1rUMuzoqS6XoLcWANHWaru,https://api.spotify.com/v1/audio-analysis/1rUMuzoqS6XoLcWANHWaru,327887,4
92,0.793,0.63,1,-5.902,0,0.113,0.147,0.72,0.291,0.0773,130.104,audio_features,2VXRVqJ02WMnUlxTvwdtoz,spotify:track:2VXRVqJ02WMnUlxTvwdtoz,https://api.spotify.com/v1/tracks/2VXRVqJ02WMnUlxTvwdtoz,https://api.spotify.com/v1/audio-analysis/2VXRVqJ02WMnUlxTvwdtoz,184615,4
93,0.799,0.936,8,-6.569,1,0.0753,0.00312,0.665,0.0684,0.708,117.402,audio_features,4sm6jKJ3UnbjOzmhmGif5p,spotify:track:4sm6jKJ3UnbjOzmhmGif5p,https://api.spotify.com/v1/tracks/4sm6jKJ3UnbjOzmhmGif5p,https://api.spotify.com/v1/audio-analysis/4sm6jKJ3UnbjOzmhmGif5p,171226,4
94,0.566,0.939,11,-5.787,0,0.0366,8.45E-05,0.543,0.0636,0.712,141.983,audio_features,0PEM0eVuUJxhUA03Cjl0zC,spotify:track:0PEM0eVuUJxhUA03Cjl0zC,https://api.spotify.com/v1/tracks/0PEM0eVuUJxhUA03Cjl0zC,https://api.spotify.com/v1/audio-analysis/0PEM0eVuUJxhUA03Cjl0zC,216473,4
95,0.869,0.935,1,-9.487,1,0.161,0.0114,4.36E-05,0.372,0.766,145.999,audio_features,3VeAelsMAZSm5q8fAR8cIm,spotify:track:3VeAelsMAZSm5q8fAR8cIm,https://api.spotify.com/v1/tracks/3VeAelsMAZSm5q8fAR8cIm,https://api.spotify.com/v1/audio-analysis/3VeAelsMAZSm5q8fAR8cIm,267561,4
96,0.712,0.716,7,-8.098,1,0.0624,0.000298,0.5,0.0883,0.767,146.963,audio_features,6NT2Yovx1t0mMvbwBzRsYc,spotify:track:6NT2Yovx1t0mMvbwBzRsYc,https://api.spotify.com/v1/tracks/6NT2Yovx1t0mMvbwBzRsYc,https://api.spotify.com/v1/audio-analysis/6NT2Yovx1t0mMvbwBzRsYc,200040,4
97,0.603,0.992,1,-6.445,0,0.0349,0.0306,0.859,0.282,0.128,136.055,audio_features,3MOOLHyOlR0lzcTwoXSci8,spotify:track:3MOOLHyOlR0lzcTwoXSci8,https://api.spotify.com/v1/tracks/3MOOLHyOlR0lzcTwoXSci8,https://api.spotify.com/v1/audio-analysis/3MOOLHyOlR0lzcTwoXSci8,200831,4
98,0.615,0.924,9,-3.859,0,0.0588,0.00272,0.116,0.125,0.355,140.007,audio_features,3j8TbHVc4Kg4mWApoXnUL4,spotify:track:3j8TbHVc4Kg4mWApoXnUL4,https://api.spotify.com/v1/tracks/3j8TbHVc4Kg4mWApoXnUL4,https://api.spotify.com/v1/audio-analysis/3j8TbHVc4Kg4mWApoXnUL4,176000,4
99,0.672,0.938,6,-5.171,0,0.0369,0.0207,0.654,0.0638,0.0969,126.995,audio_features,2YhEJoYccyE5wpdAkZWbPk,spotify:track:2YhEJoYccyE5wpdAkZWbPk,https://api.spotify.com/v1/tracks/2YhEJoYccyE5wpdAkZWbPk,https://api.spotify.com/v1/audio-analysis/2YhEJoYccyE5wpdAkZWbPk,147402,4
100,0.817,0.701,9,-7.871,1,0.0435,0.00548,0.858,0.179,0.609,136.008,audio_features,5t9XTVrHh3ekSO4gqc8RC3,spotify:track:5t9XTVrHh3ekSO4gqc8RC3,https://api.spotify.com/v1/tracks/5t9XTVrHh3ekSO4gqc8RC3,https://api.spotify.com/v1/audio-analysis/5t9XTVrHh3ekSO4gqc8RC3,212793,4
101,0.62,0.935,1,-0.504,1,0.252,0.228,0.00443,0.0601,0.559,87.532,audio_features,2ZWmmrWUgDBcPSLihBMvhg,spotify:track:2ZWmmrWUgDBcPSLihBMvhg,https://api.spotify.com/v1/tracks/2ZWmmrWUgDBcPSLihBMvhg,https://api.spotify.com/v1/audio-analysis/2ZWmmrWUgDBcPSLihBMvhg,177292,4
102,0.695,0.703,7,-7.141,0,0.145,0.0265,0.0346,0.314,0.287,131.333,audio_features,15wh4sekuZ58WzHW1V33Zi,spotify:track:15wh4sekuZ58WzHW1V33Zi,https://api.spotify.com/v1/tracks/15wh4sekuZ58WzHW1V33Zi,https://api.spotify.com/v1/audio-analysis/15wh4sekuZ58WzHW1V33Zi,237987,4
103,0.631,0.903,9,-7.934,1,0.0613,0.141,0.719,0.306,0.107,150.048,audio_features,4xljazzJHmDcgPokjNfXva,spotify:track:4xljazzJHmDcgPokjNfXva,https://api.spotify.com/v1/tracks/4xljazzJHmDcgPokjNfXva,https://api.spotify.com/v1/audio-analysis/4xljazzJHmDcgPokjNfXva,289161,4
104,0.759,0.882,10,-5.81,1,0.0339,0.229,0.0403,0.342,0.878,137.058,audio_features,0fK4NmIDXetjIiZ2Oxz2tF,spotify:track:0fK4NmIDXetjIiZ2Oxz2tF,https://api.spotify.com/v1/tracks/0fK4NmIDXetjIiZ2Oxz2tF,https://api.spotify.com/v1/audio-analysis/0fK4NmIDXetjIiZ2Oxz2tF,158883,4
105,0.745,0.85,6,-3.903,0,0.075,0.000285,0.0392,0.118,0.54,138.03,audio_features,6tifCCTIVBLC2TmTquYG7G,spotify:track:6tifCCTIVBLC2TmTquYG7G,https://api.spotify.com/v1/tracks/6tifCCTIVBLC2TmTquYG7G,https://api.spotify.com/v1/audio-analysis/6tifCCTIVBLC2TmTquYG7G,188261,4
106,0.634,0.959,9,-7.45,0,0.0427,0.000872,0.888,0.0932,0.79,136.002,audio_features,7oGH4BahBkl35XQQ2Pao45,spotify:track:7oGH4BahBkl35XQQ2Pao45,https://api.spotify.com/v1/tracks/7oGH4BahBkl35XQQ2Pao45,https://api.spotify.com/v1/audio-analysis/7oGH4BahBkl35XQQ2Pao45,255882,4
107,0.466,0.992,5,-2.641,1,0.0716,0.00146,0.658,0.281,0.22,139.974,audio_features,6Un90YNAXLV22iSuyLAdSH,spotify:track:6Un90YNAXLV22iSuyLAdSH,https://api.spotify.com/v1/tracks/6Un90YNAXLV22iSuyLAdSH,https://api.spotify.com/v1/audio-analysis/6Un90YNAXLV22iSuyLAdSH,185143,4
108,0.625,0.83,8,-6.873,1,0.0392,0.135,0.851,0.0867,0.406,136.001,audio_features,0KQEbpTLCELFwcWVAzDQdv,spotify:track:0KQEbpTLCELFwcWVAzDQdv,https://api.spotify.com/v1/tracks/0KQEbpTLCELFwcWVAzDQdv,https://api.spotify.com/v1/audio-analysis/0KQEbpTLCELFwcWVAzDQdv,229000,4
109,0.632,0.878,10,-8.538,0,0.0412,0.01,0.914,0.0699,0.694,145.005,audio_features,5wyoFJbqZBJt8RlmtCiHZL,spotify:track:5wyoFJbqZBJt8RlmtCiHZL,https://api.spotify.com/v1/tracks/5wyoFJbqZBJt8RlmtCiHZL,https://api.spotify.com/v1/audio-analysis/5wyoFJbqZBJt8RlmtCiHZL,451862,4
110,0.612,0.848,4,-10.007,0,0.0725,0.127,0.81,0.186,0.553,134.975,audio_features,7xP8b4AiHoT8gLYsZrdTem,spotify:track:7xP8b4AiHoT8gLYsZrdTem,https://api.spotify.com/v1/tracks/7xP8b4AiHoT8gLYsZrdTem,https://api.spotify.com/v1/audio-analysis/7xP8b4AiHoT8gLYsZrdTem,298644,4
111,0.609,0.886,6,-7.06,1,0.0283,0.0104,0.825,0.149,0.484,138.008,audio_features,2DUVLddLKvksEgKAJNtsP3,spotify:track:2DUVLddLKvksEgKAJNtsP3,https://api.spotify.com/v1/tracks/2DUVLddLKvksEgKAJNtsP3,https://api.spotify.com/v1/audio-analysis/2DUVLddLKvksEgKAJNtsP3,296522,4
112,0.693,0.878,6,-6.264,1,0.0386,0.0122,0.462,0.119,0.384,129.998,audio_features,4fntxnmBljT1Ve03u0njYg,spotify:track:4fntxnmBljT1Ve03u0njYg,https://api.spotify.com/v1/tracks/4fntxnmBljT1Ve03u0njYg,https://api.spotify.com/v1/audio-analysis/4fntxnmBljT1Ve03u0njYg,190385,4
113,0.618,0.848,5,-3.945,1,0.102,0.401,0.000112,0.113,0.498,138.065,audio_features,4lOsk3SgeHdysRV8Favjj8,spotify:track:4lOsk3SgeHdysRV8Favjj8,https://api.spotify.com/v1/tracks/4lOsk3SgeHdysRV8Favjj8,https://api.spotify.com/v1/audio-analysis/4lOsk3SgeHdysRV8Favjj8,212000,4
114,0.772,0.722,8,-9.23,1,0.167,0.169,0.573,0.133,0.0546,140.083,audio_features,0xGeac4SxXrvOmGDffQaZF,spotify:track:0xGeac4SxXrvOmGDffQaZF,https://api.spotify.com/v1/tracks/0xGeac4SxXrvOmGDffQaZF,https://api.spotify.com/v1/audio-analysis/0xGeac4SxXrvOmGDffQaZF,280179,4
115,0.62,0.971,1,-7.027,1,0.0336,0.00991,0.327,0.0493,0.849,134.015,audio_features,6OAlog0TfLYgmT1LVXPOQU,spotify:track:6OAlog0TfLYgmT1LVXPOQU,https://api.spotify.com/v1/tracks/6OAlog0TfLYgmT1LVXPOQU,https://api.spotify.com/v1/audio-analysis/6OAlog0TfLYgmT1LVXPOQU,202612,4
116,0.696,0.759,6,-5.925,0,0.0356,0.0166,0.852,0.0832,0.563,132.019,audio_features,0cTNeoYonQaeArcopcPt73,spotify:track:0cTNeoYonQaeArcopcPt73,https://api.spotify.com/v1/tracks/0cTNeoYonQaeArcopcPt73,https://api.spotify.com/v1/audio-analysis/0cTNeoYonQaeArcopcPt73,260500,4
117,0.562,0.931,9,-10.73,0,0.0403,0.000866,0.756,0.109,0.228,139.981,audio_features,5rEI8VP7TMdrlq0Ktoc9Ws,spotify:track:5rEI8VP7TMdrlq0Ktoc9Ws,https://api.spotify.com/v1/tracks/5rEI8VP7TMdrlq0Ktoc9Ws,https://api.spotify.com/v1/audio-analysis/5rEI8VP7TMdrlq0Ktoc9Ws,385715,4
118,0.709,0.982,11,-5.635,0,0.0718,0.00172,0.0106,0.427,0.662,140,audio_features,1BzIRzO9h44YiQVAInMsS1,spotify:track:1BzIRzO9h44YiQVAInMsS1,https://api.spotify.com/v1/tracks/1BzIRzO9h44YiQVAInMsS1,https://api.spotify.com/v1/audio-analysis/1BzIRzO9h44YiQVAInMsS1,161398,4
119,0.754,0.987,7,-5.252,1,0.0632,0.00202,0.872,0.0929,0.387,129.984,audio_features,0JoDE0TTHL2e1lCXJwALOB,spotify:track:0JoDE0TTHL2e1lCXJwALOB,https://api.spotify.com/v1/tracks/0JoDE0TTHL2e1lCXJwALOB,https://api.spotify.com/v1/audio-analysis/0JoDE0TTHL2e1lCXJwALOB,223038,4
120,0.658,0.949,11,-7.156,0,0.0479,0.00146,0.907,0.0786,0.602,128.026,audio_features,5uKWsS04iHProlH6S16bdf,spotify:track:5uKWsS04iHProlH6S16bdf,https://api.spotify.com/v1/tracks/5uKWsS04iHProlH6S16bdf,https://api.spotify.com/v1/audio-analysis/5uKWsS04iHProlH6S16bdf,216972,3
121,0.579,0.946,8,-4.954,1,0.0339,0.0135,0.932,0.155,0.393,137.961,audio_features,1crFMDw8dPWI9GV0xvcr2r,spotify:track:1crFMDw8dPWI9GV0xvcr2r,https://api.spotify.com/v1/tracks/1crFMDw8dPWI9GV0xvcr2r,https://api.spotify.com/v1/audio-analysis/1crFMDw8dPWI9GV0xvcr2r,135109,4
122,0.75,0.831,10,-6.48,1,0.0594,0.414,0.666,0.11,0.0513,132.026,audio_features,1BVv7EhtErHUBe50h6XW20,spotify:track:1BVv7EhtErHUBe50h6XW20,https://api.spotify.com/v1/tracks/1BVv7EhtErHUBe50h6XW20,https://api.spotify.com/v1/audio-analysis/1BVv7EhtErHUBe50h6XW20,250415,4
123,0.777,0.75,9,-5.65,0,0.0739,0.00186,0.867,0.112,0.104,136.986,audio_features,6CX4j7F3kjIWzwgNUhIril,spotify:track:6CX4j7F3kjIWzwgNUhIril,https://api.spotify.com/v1/tracks/6CX4j7F3kjIWzwgNUhIril,https://api.spotify.com/v1/audio-analysis/6CX4j7F3kjIWzwgNUhIril,199708,4
124,0.629,0.9,11,-8.877,0,0.0459,0.00836,0.882,0.094,0.913,135.011,audio_features,4fmMlfYmxRNdTEWXBJyaZa,spotify:track:4fmMlfYmxRNdTEWXBJyaZa,https://api.spotify.com/v1/tracks/4fmMlfYmxRNdTEWXBJyaZa,https://api.spotify.com/v1/audio-analysis/4fmMlfYmxRNdTEWXBJyaZa,173810,4
125,0.776,0.926,8,-7.362,1,0.1,0.00189,0.376,0.0701,0.233,140.03,audio_features,5lkOxIIuYsTgzPanava5CQ,spotify:track:5lkOxIIuYsTgzPanava5CQ,https://api.spotify.com/v1/tracks/5lkOxIIuYsTgzPanava5CQ,https://api.spotify.com/v1/audio-analysis/5lkOxIIuYsTgzPanava5CQ,210110,4
126,0.608,0.995,2,-6.785,1,0.0406,0.00422,0.779,0.0823,0.96,144.951,audio_features,4iqtDvbICWuBERMTz9cz41,spotify:track:4iqtDvbICWuBERMTz9cz41,https://api.spotify.com/v1/tracks/4iqtDvbICWuBERMTz9cz41,https://api.spotify.com/v1/audio-analysis/4iqtDvbICWuBERMTz9cz41,139000,4
127,0.708,0.778,0,-4.198,1,0.208,0.00658,0.119,0.316,0.725,132.124,audio_features,0275ycgPLKr6wXOsRt45vc,spotify:track:0275ycgPLKr6wXOsRt45vc,https://api.spotify.com/v1/tracks/0275ycgPLKr6wXOsRt45vc,https://api.spotify.com/v1/audio-analysis/0275ycgPLKr6wXOsRt45vc,163930,4
128,0.441,0.654,1,-4.668,1,0.0402,0.278,0.00159,0.101,0.108,149.785,audio_features,3ljga3HUiAH6jBZ6FTbSSp,spotify:track:3ljga3HUiAH6jBZ6FTbSSp,https://api.spotify.com/v1/tracks/3ljga3HUiAH6jBZ6FTbSSp,https://api.spotify.com/v1/audio-analysis/3ljga3HUiAH6jBZ6FTbSSp,153204,4
129,0.734,0.773,8,-8.371,1,0.0371,0.168,0.844,0.0442,0.784,126.005,audio_features,5G7DvsOLvNE5HTVmJJyo6K,spotify:track:5G7DvsOLvNE5HTVmJJyo6K,https://api.spotify.com/v1/tracks/5G7DvsOLvNE5HTVmJJyo6K,https://api.spotify.com/v1/audio-analysis/5G7DvsOLvNE5HTVmJJyo6K,238000,4
130,0.621,0.967,7,-5.571,0,0.0697,0.0319,0.803,0.0853,0.354,139.978,audio_features,7EnwSEceUcWFCEstHjAaXO,spotify:track:7EnwSEceUcWFCEstHjAaXO,https://api.spotify.com/v1/tracks/7EnwSEceUcWFCEstHjAaXO,https://api.spotify.com/v1/audio-analysis/7EnwSEceUcWFCEstHjAaXO,264001,4
131,0.827,0.803,8,-3.681,1,0.106,0.018,0.812,0.119,0.119,134.049,audio_features,3d4XRx7o3xEUEA58KqwHsl,spotify:track:3d4XRx7o3xEUEA58KqwHsl,https://api.spotify.com/v1/tracks/3d4XRx7o3xEUEA58KqwHsl,https://api.spotify.com/v1/audio-analysis/3d4XRx7o3xEUEA58KqwHsl,222779,4
132,0.687,0.907,0,-5.28,0,0.0321,0.0823,0.648,0.227,0.401,125.997,audio_features,2KYp9IpK1HURPiKflNwz2i,spotify:track:2KYp9IpK1HURPiKflNwz2i,https://api.spotify.com/v1/tracks/2KYp9IpK1HURPiKflNwz2i,https://api.spotify.com/v1/audio-analysis/2KYp9IpK1HURPiKflNwz2i,157381,4
133,0.724,0.88,0,-6.541,1,0.0372,0.00685,0.711,0.058,0.383,144.997,audio_features,1j5FYHpCX7btJB3bNUIaRa,spotify:track:1j5FYHpCX7btJB3bNUIaRa,https://api.spotify.com/v1/tracks/1j5FYHpCX7btJB3bNUIaRa,https://api.spotify.com/v1/audio-analysis/1j5FYHpCX7btJB3bNUIaRa,225439,4
134,0.679,0.969,7,-4.635,1,0.0744,0.000557,0.368,0.102,0.638,131.966,audio_features,05aycF0iwg7oncrbAPXlvn,spotify:track:05aycF0iwg7oncrbAPXlvn,https://api.spotify.com/v1/tracks/05aycF0iwg7oncrbAPXlvn,https://api.spotify.com/v1/audio-analysis/05aycF0iwg7oncrbAPXlvn,160000,4
135,0.645,0.904,2,-6.191,1,0.0392,0.0186,0.266,0.136,0.502,140.019,audio_features,1oTDLH4cxHvBJwQjH98cRs,spotify:track:1oTDLH4cxHvBJwQjH98cRs,https://api.spotify.com/v1/tracks/1oTDLH4cxHvBJwQjH98cRs,https://api.spotify.com/v1/audio-analysis/1oTDLH4cxHvBJwQjH98cRs,210000,4
136,0.689,0.943,0,-7.452,1,0.0512,0.0324,0.58,0.0845,0.169,135,audio_features,0nVN2fhcZYX4cbIeYhx3St,spotify:track:0nVN2fhcZYX4cbIeYhx3St,https://api.spotify.com/v1/tracks/0nVN2fhcZYX4cbIeYhx3St,https://api.spotify.com/v1/audio-analysis/0nVN2fhcZYX4cbIeYhx3St,151111,3
137,0.685,0.954,0,-5.274,1,0.101,0.00246,0.153,0.0961,0.838,137.975,audio_features,5VVocXeJmA5QEHUyQIBOgp,spotify:track:5VVocXeJmA5QEHUyQIBOgp,https://api.spotify.com/v1/tracks/5VVocXeJmA5QEHUyQIBOgp,https://api.spotify.com/v1/audio-analysis/5VVocXeJmA5QEHUyQIBOgp,215652,4
138,0.537,0.897,4,-8.845,0,0.0344,0.0582,0.687,0.111,0.466,138.019,audio_features,6g3txmuT9t6OR3fnIBYYEq,spotify:track:6g3txmuT9t6OR3fnIBYYEq,https://api.spotify.com/v1/tracks/6g3txmuT9t6OR3fnIBYYEq,https://api.spotify.com/v1/audio-analysis/6g3txmuT9t6OR3fnIBYYEq,256353,4
139,0.624,0.882,9,-6.556,1,0.0529,0.0134,0.00189,0.139,0.392,137.03,audio_features,7ad7oGYJdz0DKXt2hXLJoS,spotify:track:7ad7oGYJdz0DKXt2hXLJoS,https://api.spotify.com/v1/tracks/7ad7oGYJdz0DKXt2hXLJoS,https://api.spotify.com/v1/audio-analysis/7ad7oGYJdz0DKXt2hXLJoS,298686,4
140,0.821,0.784,1,-8.188,1,0.187,0.302,0.229,0.139,0.333,132.038,audio_features,25OrWN8wbqdUzTFKVSMRT6,spotify:track:25OrWN8wbqdUzTFKVSMRT6,https://api.spotify.com/v1/tracks/25OrWN8wbqdUzTFKVSMRT6,https://api.spotify.com/v1/audio-analysis/25OrWN8wbqdUzTFKVSMRT6,256553,4
141,0.698,0.71,9,-8.55,0,0.0392,0.0159,0.321,0.0744,0.37,127.99,audio_features,57UOWrbEXa4wrcfuOs7Xuj,spotify:track:57UOWrbEXa4wrcfuOs7Xuj,https://api.spotify.com/v1/tracks/57UOWrbEXa4wrcfuOs7Xuj,https://api.spotify.com/v1/audio-analysis/57UOWrbEXa4wrcfuOs7Xuj,243499,4
142,0.741,0.97,0,-6.693,0,0.044,0.00484,0.911,0.674,0.874,140.039,audio_features,1RO7CbHU7WbULg6i7s5LtS,spotify:track:1RO7CbHU7WbULg6i7s5LtS,https://api.spotify.com/v1/tracks/1RO7CbHU7WbULg6i7s5LtS,https://api.spotify.com/v1/audio-analysis/1RO7CbHU7WbULg6i7s5LtS,270686,4
143,0.793,0.775,11,-7.019,0,0.106,0.378,0.561,0.0706,0.798,133.999,audio_features,74y9q95NblVSvnurtU62WR,spotify:track:74y9q95NblVSvnurtU62WR,https://api.spotify.com/v1/tracks/74y9q95NblVSvnurtU62WR,https://api.spotify.com/v1/audio-analysis/74y9q95NblVSvnurtU62WR,188000,4
144,0.786,0.924,0,-5.521,1,0.0761,0.314,0.0555,0.219,0.224,132.018,audio_features,5v44vaBk8hzii64jBFsmUJ,spotify:track:5v44vaBk8hzii64jBFsmUJ,https://api.spotify.com/v1/tracks/5v44vaBk8hzii64jBFsmUJ,https://api.spotify.com/v1/audio-analysis/5v44vaBk8hzii64jBFsmUJ,214545,4
145,0.712,0.905,0,-5.686,1,0.042,0.0296,0.667,0.0572,0.435,133.968,audio_features,4USV70gRKevsvJE0BDOI38,spotify:track:4USV70gRKevsvJE0BDOI38,https://api.spotify.com/v1/tracks/4USV70gRKevsvJE0BDOI38,https://api.spotify.com/v1/audio-analysis/4USV70gRKevsvJE0BDOI38,337080,4
146,0.902,0.714,6,-6.718,0,0.199,0.00402,0.487,0.128,0.892,140.009,audio_features,4qeIlzP0Z1JFXh0AckDcX8,spotify:track:4qeIlzP0Z1JFXh0AckDcX8,https://api.spotify.com/v1/tracks/4qeIlzP0Z1JFXh0AckDcX8,https://api.spotify.com/v1/audio-analysis/4qeIlzP0Z1JFXh0AckDcX8,151274,4
147,0.78,0.949,2,-2.98,1,0.0555,0.0343,0.0118,0.114,0.691,133.057,audio_features,2T4Nfk0tG4hfYCv06LY6Ej,spotify:track:2T4Nfk0tG4hfYCv06LY6Ej,https://api.spotify.com/v1/tracks/2T4Nfk0tG4hfYCv06LY6Ej,https://api.spotify.com/v1/audio-analysis/2T4Nfk0tG4hfYCv06LY6Ej,137143,4
148,0.325,0.913,4,-9.471,0,0.0394,0.0556,0.923,0.117,0.391,138.005,audio_features,4R7vuI9krwl6PJOH6vijPB,spotify:track:4R7vuI9krwl6PJOH6vijPB,https://api.spotify.com/v1/tracks/4R7vuI9krwl6PJOH6vijPB,https://api.spotify.com/v1/audio-analysis/4R7vuI9krwl6PJOH6vijPB,251692,4
